id,page,x,y,caption
img_297,174,47.52,41.8,"Primary union of skin wounds. A, The incised wound as well as suture track on either side are filled with blood clot and there is inflammatory response from the margins. B, Spurs of epidermal cells migrate along the incised margin on either side as well as around the suture track. Formation of granulation tissue also begins from below. C, Removal of suture at around 7th day results in scar tissue at the sites of incision and suture track."
img_298,175,47.76,43.32,"Secondary union of skin wounds. A, The open wound is filled with blood clot and there is inflammatory response at the junction of viable tissue. B, Epithelial spurs from the margins of wound meet in the middle to cover the gap and separate the underlying viable tissue from necrotic tissue at the surface forming scab. C, After contraction of the wound, a scar smaller than the original wound is left."
img_300,178,48.0,42.26,"Fracture healing. A, Haematoma formation and local inflammatory response at the fracture site. B, Ingrowth of granulation tissue with formation of soft tissue callus. C, Formation of procallus composed of woven bone and cartilage with its characteristic fusiform appearance and having 3 arbitrary components—external, intermediate and internal callus. D, Formation of osseous callus composed of lamellar bone following clearance of woven bone and cartilage. E, Remodelled bone ends; the external callus cleared away. Intermediate callus converted into lamellar bone and internal callus developing bone marrow cavity."
img_301,178,48.0,505.2,Callus formation in fracture healing.
img_306,182,48.0,416.4,"Common stains used for demonstration of microbes. A, Gram’s stain. B, Ziehl-Neelsen (ZN) or AFB stain. C, Giemsa stain. D, Periodic acid Schiff (PAS) stain. E, Mucicarmine stain. F, Gomori methenamine silver (GMS) stain."
img_308,185,70.8,42.0,Forms of plague.
img_309,186,48.0,42.0,Marked peripheral blood lymphocytosis in whooping cough.
img_310,187,52.08,42.0,Suppurative diseases caused by Staphylococcus aureus.
img_311,187,312.0,444.0,Diseases caused by streptococci.
img_312,188,101.64,459.6,Diseases caused by clostridia.
img_315,190,48.0,47.37,Madura foot. Brown granule lying in necrotic tissue in the discharging sinus.
img_316,190,312.0,42.0,Candidiasis of the ulcer in the skin.
img_318,195,53.16,391.08,Lesions of amoebiasis.
img_319,195,312.0,42.0,"Amoebic colitis. Section from margin of amoebic ulcer shows necrotic debris, acute inflammatory infiltrate and a few trophozoites of Entamoeba histolytica (arrow)."
img_321,197,48.0,42.0,"Malarial parasite in blood film—various stages of two main species, P. vivax and P. falciparum."
img_322,197,48.0,535.75,Microfilariae in blood film.
img_323,198,48.0,42.0,Numerous cysticerci in the base of the brain.
img_324,198,312.0,42.0,Cysticercus in skeletal muscle. The worm is seen in the cyst while the cyst wall shows palisade layer of histiocytes.
img_325,198,313.32,461.1,Lesions produced by TORCH complex infection in foetus in utero.
img_330,203,48.15,42.0,Salient gross and microscopic features of prototypes of benign (left) and malignant (right) tumours.
img_331,205,48.0,42.0,Gross appearance of a prototype of benign and malignant tumour.
img_334,206,48.6,479.38,"Nuclear features of malignant cells in malignant mela- noma—pleomorphism, anisonucleosis, increased N/C: ratio, nuclear hyperchromatism and prominent nucleoli."
img_335,206,312.0,42.22,Normal and abnormal (atypical) mitotic figures.
img_336,207,312.0,499.26,"Tumour stroma. A, Medullary carcinoma of breast is rich in parenchymal cells. B, Scirrhous carcinoma of breast having abundant collagenised (desmoplastic) stroma."
img_337,207,48.0,42.0,A multinucleate tumour giant cell in osteosarcoma.
img_339,208,312.0,42.0,"Inflammatory reaction in the stroma of the tumour. A, Lymphocytic reaction in seminoma testis. B, Granulomatous reaction (thick arrow) in Hodgkin’s lymphoma (thin arrow for RS cell)."
img_340,209,52.92,42.0,"Regional nodal metastasis. A, Axillary nodes involved by carcinoma breast. B, Hilar and para-tracheal lymph nodes involved by bronchogenic carcinoma. C, Lymphatic spread begins by lodgement of tumour cells in subcapsular sinus via afferent lymphatics entering at the convex surface of the lymph node."
img_341,209,48.0,511.48,"Metastatic carcinoma in lymph nodes. A, Matted mass of lymph nodes is surrounded by increased fat. Sectioned surface shows merging capsules of lymph nodes and replacement of grey brown tissue of nodes by large grey white areas of tumour. B, Masses of malignant cells are seen in the subcapsular sinus and extending into the underlying nodal tissue."
img_342,210,53.4,523.14,Gross appearance of haematogenous metastases at common sites.
img_343,211,69.84,42.0,"Metastatic sarcoma lung. A, Sectioned surface of the lung shows replacement of slaty-grey spongy parenchyma with multiple, firm, grey-white nodular masses, some having areas of haemorrhages and necrosis. B, Microscopic appearance of pulmonary metastatic deposits from sarcoma."
img_346,216,48.0,42.0,Carcinoma in situ of uterine cervix. The atypical dysplastic squamous cells are confined to all the layers of the mucosa but the basement membrane on which these layers rest is intact.
img_349,217,319.8,396.77,The monoclonal origin of tumour cells leiomyoma.
img_352,221,47.4,42.47,ABL-BCR gene translocation in chronic myeloid leukaemia.
img_353,222,53.64,42.0,"Normal cell cycle and its regulators. The cell cycle is driven by kinases which act when bound to proteins called cyclins, hence known as cyclin-dependent kinases (CDKs)."
img_357,227,69.96,42.0,Sequential stages in chemical carcinogenesis (left) in evolution of cancer (right).
img_359,231,51.0,419.51,Neoplastic (left) and non-neoplastic complications (right) of ionising radiation.
img_360,233,48.0,42.0,"Replication and integration of DNA virus in the host cell. A, Replication: Step 1. The DNA virus invades the host cell. Step 2. Viral DNA is incorporated into the host nucleus and T-antigen is expressed immediately after infection. Step 3. Replication of viral DNA occurs and other components of virion are formed. The new virions are assembled in the cell nucleus. Step 4. The new virions are released, accompanied by host cell lysis. B, Integration : Steps 1 and 2 are similar as in replication. Step 3. Integration of viral genome into the host cell genome occurs which requires essential presence of functional T-antigen. Step 4. A ‘transformed (neoplastic) cell’ is formed."
img_361,233,322.92,42.0,Integration and replication of RNA virus (retrovirus) in the host cell. Step 1. The RNA virus invades the host cell. The viral envelope fuses with the plasma membrane of the host cell; viral RNA genome as well as reverse transcriptase are released into the cytosol. Step 2. Reverse transcriptase acts as template to synthesise single strand of matching viral DNA which is then copied to form complementary DNA resulting in double-stranded viral DNA (provirus). Step 3. The provirus is integrated into the host cell genome producing ‘transformed host cell.’ Step 4. Integration of the provirus brings about replication of viral components which are then assembled and released by budding.
img_363,238,51.48,42.0,Viruses (in brackets) in human tumours.
img_366,244,48.0,42.6,"Examples of IHC staining at different sites in the tumour cells. A, Membranous staining for leucocyte common antigen (LCA) or CD45 in lymphomas. B, Cytoplasmic staining for smooth muscle actin (SMA) in myoepithelium on breast acinus. C, Nuclear staining for breast ER-PR receptor studies in breast cancer."
img_369,248,333.74,573.31,"Consumption of tobacco in India as estimated by weight (Source: National Council of Applied Economic Research, New Delhi)."
img_371,249,51.24,424.95,"Major adverse effects of tobacco smoking. Right side shows smoking-related neoplastic diseases while left side indicates non- neoplastic diseases associated with smoking, numbered serially in order of frequency of occurrence."
img_372,251,53.88,42.0,Metabolism of ethanol in the liver. Thickness and intensity of colour of arrow on left side of figure corresponds to extent of metabolic pathway followed (MEOS = microsomal ethanol oxidizing system; ADH = alcohol dehydrogenase; ALDH = aldehyde dehydrogenase; NAD = nicotinamide adenine dinucleotide; NADH = reduced NAD; NADP = nicotinamide adenine dinucleotide phosphate; NADPH = reduced NADP).
img_373,251,327.36,457.75,Complications of chronic alcoholism.
img_374,252,318.48,42.0,Complications of lead poisoning.
img_377,255,315.12,42.0,Major sequelae of obesity.
img_378,256,315.12,42.0,Two forms of PEM.
img_380,259,330.12,512.4,Normal metabolism of vitamin D.
img_381,259,68.28,42.0,Lesions resulting from vitamin A deficiency.
img_382,260,337.08,42.0,Lesions in rickets.
img_383,262,347.04,481.2,Lesions in scurvy.
img_384,263,334.92,42.0,"Wet (Cardiac) beriberi. Flabby, thin-walled, enlarged and globular appearance of the heart due to four-chamber dilatation."
img_389,268,312.0,42.27,"Nuclear sexing. A, Sex chromatin as seen in scraped squamous cells from oral cavity. B, Barr body seen as drumstick appendage attached to a lobe of a circulating neutrophil."
img_390,268,312.0,578.91,Classification of chromosomes based on size and location of centromere.
img_391,269,48.0,470.07,Clinical features of important forms of numerical chromosomal abnormalities.
img_393,270,48.0,42.56,Common structural abnormalities of human chromosomes.
img_399,278,77.04,42.0,Sites of haematopoiesis in the bone marrow in the adult.
img_400,278,47.52,496.8,A normal bone marrow in an adult as seen in a section after trephine biopsy. Bony trabeculae support the marrow-containing tissue. Approximately 50% of the soft tissue of the bone consists of haematopoietic tissue and 50% is fatty marrow.
img_404,281,53.4,42.0,The erythroid series. There is progressive condensation of the nuclear chromatin which is eventually extruded from the cell at the late erythroblast stage. The cytoplasm contains progressively less RNA and more haemoglobin.
img_405,281,311.52,516.86,"Reticulocytes in blood as seen in blood stained by supravital dye, new methylene blue."
img_407,283,57.6,42.0,"A, Normal adult haemoglobin molecule (HbA) consisting of a2 b2 globin chains, each with its own haem group in oxy and deoxy state. The haemoglobin tetramer can bind up to four molecules of oxygen in the iron containing sites of the haem molecules. As oxygen is bound, salt bridges are broken, and 2,3-BPG and CO2 are expelled. B, Hb-dissociation curve. On dissociation of oxygen from Hb molecule i.e. on release of oxygen to the tissues, salt bridges are formed again, and 2,3-BPG and CO2, are bound. The shift of the curve to higher oxygen delivery is affected by acidic pH, increased 2,3-BPG and HbA molecule while oxygen delivery is less with high pH, low 2,3-BPG and HbF."
img_408,283,315.72,313.86,Normal red cell destruction in the RE system.
img_410,286,53.88,42.24,Some of the common morphologic abnormalities of red cells (The serial numbers in the illustrations correspond to the order in which they are described in the text).
img_412,288,53.73,302.4,"Daily iron cycle. Iron on absorption from upper small intestine circulates in plasma bound to transferrin and is transported to the bone marrow for utilisation in haemoglobin synthesis. The mature red cells are released into circulation, which on completion of their lifespan of 120 days, die. They are then phagocytosed by RE cells and iron stored as ferritin and haemosiderin. Stored iron is mobilised in response to increased demand and used for haemoglobin synthesis, thus completing the cycle (M = males; F = females)."
img_413,289,49.8,407.18,"Contrasting pathways of absorption and transport of iron, vitamin B12 and folic acid."
img_414,291,47.98,506.9,Laboratory findings in iron deficiency anaemia.
img_415,292,48.0,501.91,"Iron deficiency anaemia. A, PBF showing microcytic hypochromic anaemia. There is moderate microcytosis and hypochromia. B, Examination of bone marrow aspirate showing micronormoblastic erythropoiesis."
img_416,293,47.76,587.1,"A siderocyte containing Pappenheimer bodies, a normal sideroblast and a ring sideroblast."
img_417,293,311.52,42.0,Sideroblastic anaemia. Bone marrow aspirate smear in Perls’ stain shows marked excess of reticular iron and a ringed sideroblast (arrow) showing Prusian blue granules in the cytoplasm.
img_418,295,312.24,42.0,Pathogenesis of anaemia of chronic disorders through suppression of erythropoiesis by cytokines.
img_420,297,47.88,42.24,Biochemical basis of megaloblastic anaemia (THF = tetrahydrofolate; DHF = dihydrofolate; PGA = pteroyl glutamic acid; dUMP = deoxy uridylate monophosphate; dTMP = deoxy thymidylate monophos phate).
img_421,299,47.88,484.0,"Megaloblastic anaemia. A, PBF showing prominent macrocytosis of red cells and hypersegmented neutrophils. B, Examination of bone marrow aspirate showing megaloblastic erythropoiesis."
img_422,299,48.0,42.24,General laboratory findings in megaloblastic anaemia.
img_425,306,312.09,42.24,"Malarial parasite, Plasmodium falciparum, in the peripheral blood showing numerous ring stages and a crescent of gametocyte. The background shows a normoblast."
img_427,308,48.0,44.1,Peripheral blood film findings in hereditary spherocytosis.
img_428,308,320.28,569.86,Osmotic fragility test in hereditary spherocytosis showing increased fragility.
img_429,309,91.2,42.24,"Abbreviated pathways of anaerobic glycolysis (Embden-Meyerhof ) and hexose monophosphate (HMP) shunt in the metabolism of erythrocyte. The two red cell enzyme defects, glucose-6 phosphate dehydrogenase (G6PD) and pyruvate kinase, are shown in bold."
img_430,310,315.96,42.0,The geographic distribution of major haemo globino- pathies and thalassaemias. Thalassaemia and HbD are the haemoglobin disorders common in India.
img_431,311,53.52,42.0,"Pathogenesis of sickle cell anaemia. A, Basic molecular defect. B, Mechanism of polymerisation and consequent sickling of red cells containing HbS. C, Mechanism of sickling on oxygenation-deoxygenation."
