id,page,x,y,caption
img_026,59,89.96,62.62,"Fig. 2.21 The relationship among normal, adapted, reversibly injured, and dead myocardial cells. The cellular adaptation depicted here is hypertrophy, the cause of reversible injury is ischemia, and the irreversible injury is ischemic coagulative necrosis. In the example of myocardial hypertrophy (lower left), the left ventricular wall is thicker than 2 cm (normal, 1–1.5 cm). Reversibly injured myocardium shows functional effects without any gross or light microscopic changes, or reversible changes such as cellular swelling and fatty change (shown here). In the specimen showing necrosis (lower right) the transmural light area in the posterolateral left ventricle represents an acute myocardial infarction. All three transverse sections of myocardium were stained with triphenyltetra- zolium chloride, an enzyme substrate that colors viable myocardium magenta. Failure to stain is due to enzyme loss after cell death."
img_030,63,60.05,53.88,Fig. 2.25 Lipofuscin granules in cardiac myocytes (deposits indicated by arrows).
img_031,63,71.99,552.08,"Fig. 2.26 Hemosiderin granules in liver cells. (A) Hematoxylin-eosin–stained section showing golden-brown, finely granular pigment."
img_032,63,313.91,552.56,Fig. 2.26 Hemosiderin granules in liver cells. (B) Iron deposits shown by a special staining process called the Prussian blue reaction.
img_038,74,47.99,53.95,"Fig. 3.4 The multistep process of leukocyte migration through blood vessels, shown here for neutrophils. The leukocytes first roll, then become activated and adhere to endothelium, then transmigrate across the endothelium, pierce the basement membrane, and move toward chemoattractants emanating from the source of injury. Different molecules play predominant roles at each step of this process: selectins in rolling; chemokines (usually displayed bound to proteoglycans) in activating the neutrophils to increase avidity of integrins; integrins in firm adhesion; and CD31 (PECAM-1) in transmigration. ICAM-1, Inter- cellular adhesion molecule-1; PECAM-1 (CD31), platelet endothelial cell adhesion molecule-1; TNF, tumor necrosis factor."
img_065,88,309.0,54.0,Fig. 3.12 Serous inflammation. Low-power view of a cross section of a skin blister showing the epidermis separated from the dermis by a focal collection of serous effusion.
img_067,89,313.28,53.97,Fig. 3.13 Fibrinous pericarditis. (B) A pink meshwork of fibrin exudate (F) overlies the pericardial surface (P).
img_068,89,70.52,53.83,Fig. 3.13 Fibrinous pericarditis. (A) Deposits of fibrin on the pericardium.
img_069,89,70.54,519.08,Fig. 3.14 Purulent inflammation. (A) Multiple bacterial abscesses (arrows) in the lung in a case of bronchopneumonia.
img_070,89,313.42,519.08,"Fig. 3.14 Purulent inflammation. (B) The abscess contains neutrophils and cellular debris, and is surrounded by congested blood vessels."
img_071,90,59.49,53.9,Fig. 3.15 The morphology of an ulcer. (A) A chronic duodenal ulcer.
img_072,90,303.45,53.9,Fig. 3.15 The morphology of an ulcer. (B) Low-power cross-section view of a duodenal ulcer crater with an acute inflamma- tory exudate in the base.
img_078,94,309.0,553.07,Fig. 3.21 A focus of inflammation containing numerous eosinophils.
img_079,95,321.0,54.0,"Fig. 3.22 Typical tuberculous granuloma showing an area of central necrosis surrounded by multiple multinucleate giant cells, epithelioid cells, and lymphocytes."
img_084,102,51.13,530.1,"Fig. 3.26 (A) Granulation tissue showing numerous blood vessels, edema, and a loose extracellular matrix containing occasional inflammatory cells. Collagen is stained blue by the trichrome stain; minimal mature collagen can be seen at this point."
img_085,102,301.21,530.58,"Fig. 3.26 (B) Trichrome stain of mature scar, showing dense collagen (stained blue) and scattered vascular channels."
img_105,114,124.96,478.86,"Fig. 4.8 Sequential conversion of factor X to factor Xa by way of the extrinsic pathway, followed by conversion of factor II (prothrombin) to factor IIa (throm- bin). The initial reaction complex consists of a protease (factor VIIa), a substrate (factor X), and a reaction accelerator (tissue factor) assembled on a platelet phospholipid surface. Calcium ions hold the assembled components together and are essential for the reaction. Activated factor Xa then becomes the protease component of the next complex in the cascade, converting prothrombin to thrombin (factor IIa) in the presence of a different reaction accelerator, factor Va."
img_109,121,56.99,53.92,Fig. 4.14 An organized thrombus. Low-power view of a thrombosed artery stained for elastic tissue. The original lumen is delineated by the inter- nal elastic lamina (arrows) and is completely filled with organized thrombus.
img_111,122,312.01,54.0,Fig. 4.15 Embolus derived from a lower-extremity deep venous thrombus lodged in a pulmonary artery branch.
img_117,125,57.0,562.52,"Fig. 4.18 Remote kidney infarct, now replaced by a large fibrotic scar."
img_121,136,450.23,181.18,"Fig. 5.6 The human leukocyte antigen (HLA) complex and the structure of HLA molecules. (A) The location of genes in the HLA complex. The relative locations, sizes, and distances between genes are not to scale. Genes that encode several proteins involved in antigen processing (the TAP transporter, com- ponents of the proteasome, and HLA-DM) are located in the class II region (not shown)."
img_122,136,206.99,189.95,"Fig. 5.6 The human leukocyte antigen (HLA) complex and the structure of HLA molecules. (B) Schematic diagrams and crystal structures of class I and class II HLA molecules. (Crystal structures are courtesy of Dr. P. Bjorkman, California Institute of Technology, Pasadena, California.)"
img_148,166,98.99,53.99,Fig. 5.26 Libman-Sacks endocarditis of the mitral valve in lupus erythema- tosus. The vegetations attached to the margin of the thickened valve leaflet are indicated by arrows.
img_151,168,270.03,53.99,"Fig. 5.27 Sjögren syndrome. (B) Intense lymphocytic and plasma cell infiltration with ductal epithelial hyperplasia in a salivary gland. (A, Courtesy of Dr. Richard Sontheimer, Department of Dermatology, University of Texas Southwestern Medical School, Dallas, Texas. B, Courtesy of Dr. Dennis Burns, Department of Pathology, University of Texas Southwestern Medical School, Dallas, Texas.)"
img_152,168,104.55,53.99,Fig. 5.27 Sjögren syndrome. (A) Enlargement of the salivary gland.
img_180,176,63.99,529.16,Fig. 5.35 Acute graft-versus-host disease (GVHD) involving the skin. (A) Patchy epithelial cell death and dermal infiltrates of mononuclear cells (lymphocytes and macrophages).
img_181,176,313.95,529.16,Fig. 5.35 Acute graft-versus-host disease (GVHD) involving the skin. (B) Focally dead epithelial cells (arrows).
img_191,195,301.95,539.58,"Fig. 5.43 Amyloidosis. (B) Note the yellow-green birefringence of the deposits when observed by a polarizing microscope. (B, Courtesy of Dr. Trace Worrell and Sandy Hinton, Depart- ment of Pathology, University of Texas Southwestern Medical School, Dallas, Texas.)"
img_192,195,50.79,539.58,Fig. 5.43 Amyloidosis. (A) A section of liver stained with Congo red reveals pink-red deposits of amyloid in the walls of blood vessels and along sinusoids.
img_194,200,79.32,54.0,Fig. 6.1 Colonic polyp. This glandular tumor is seen projecting into the colonic lumen. The polyp is attached to the mucosa by a distinct stalk.
img_195,200,320.9,505.56,Fig. 6.2 Mixed tumor of the parotid gland. Small nests of epithelial cells and myxoid stroma forming cartilage and bone (an unusual feature) are present in this field.
img_196,202,56.99,53.99,"Fig. 6.4 Pleomorphic malignant tumor (rhabdomyosarcoma). Note the marked variation in cell and nuclear sizes, the hyperchromatic nuclei, and the presence of tumor giant cells."
img_197,202,321.0,54.0,"Fig. 6.4 Pleomorphic malignant tumor (rhabdomyosarcoma). Note the marked variation in cell and nuclear sizes, the hyperchromatic nuclei, and the presence of tumor giant cells."
img_198,202,321.0,535.99,Fig. 6.5 High-power detailed view of anaplastic tumor cells shows cellular and nuclear variation in size and shape. The prominent cell in the center field has an abnormal tripolar spindle.
img_199,203,52.53,53.99,"Fig. 6.6 Carcinoma in situ. (A) Low-power view shows that the entire thickness of the epithelium is replaced by atypical dysplastic cells. There is no orderly differentiation of squamous cells. The basement membrane is intact, and there is no tumor in the subepithelial stroma."
img_200,203,303.45,53.99,"Fig. 6.6 Carcinoma in situ. (B) High-power view of another region shows failure of normal differentiation, marked nuclear and cellular pleomorphism, and numerous mitotic figures extending toward the surface. The intact basement membrane (below) is not seen in this section."
img_201,203,309.0,284.18,"Fig. 6.7 Fibroadenoma of the breast. The tan-colored, encapsulated small tumor is sharply demarcated from the whiter breast tissue."
img_202,203,309.0,524.09,Fig. 6.8 Microscopic view of fibroadenoma of the breast seen in Fig. 6.7. The fibrous capsule (right) sharply delimits the tumor from the surrounding tissue.
img_203,204,57.0,54.0,"Fig. 6.9 Cut section of invasive ductal carcinoma of the breast. The lesion is retracted, infiltrating the surrounding breast substance, and was stony-hard on palpation."
img_204,204,354.0,54.0,"Fig. 6.9 Cut section of invasive ductal carcinoma of the breast. The lesion is retracted, infiltrating the surrounding breast substance, and was stony-hard on palpation."
img_205,204,321.0,556.43,Fig. 6.11 A liver studded with metastatic cancer.
img_207,206,106.25,63.47,Fig. 6.12 Comparison between a benign tumor of the myometrium (leiomyoma) and a malignant tumor of similar origin (leiomyosarcoma).
img_218,230,59.71,54.05,Fig. 6.27 The metastatic cascade: The sequential steps involved in the hematogenous spread of a tumor.
img_235,249,112.2,154.49,"Fig. 6.36 Diverse tumor types that share a common mutation, BRAF (V600E), may be candidates for treatment with the same BRAF inhibitors."
img_237,249,371.52,154.37,"Fig. 6.36 Diverse tumor types that share a common mutation, BRAF (V600E), may be candidates for treatment with the same BRAF inhibitors."
img_238,249,241.92,189.89,"Fig. 6.36 Diverse tumor types that share a common mutation, BRAF (V600E), may be candidates for treatment with the same BRAF inhibitors."
img_248,261,309.0,537.67,"Fig. 7.5 Mild to moderate changes of CF in the pancreas. The ducts are dilated and plugged with eosinophilic mucin, and the parenchymal glands are atrophic and replaced by fibrous tissue."
img_250,262,72.0,54.0,Fig. 7.6 Lungs of a patient who died of cystic fibrosis. Extensive mucous plugging and dilation of the tracheobronchial tree are apparent. The pul- monary parenchyma is consolidated by a combination of both secretions and pneumonia; the greenish discoloration is the product of Pseudomo- nas infections.
img_256,267,71.99,54.03,"Fig. 7.9 Ganglion cells in Tay-Sachs disease. (B) A portion of a neuron under the electron microscope shows prominent lysosomes with whorled configurations just below part of the nucleus. (A, Courtesy of Dr. Arthur Weinberg, Depart- ment of Pathology, University of Texas Southwestern Medical Center, Dallas, Texas. B, Courtesy of Dr. Joe Rutledge, Children’s Regional Medical Center, Seattle, Washington.)"
img_257,267,319.79,53.91,"Fig. 7.9 Ganglion cells in Tay-Sachs disease. (A) Under the light microscope, a large neuron has obvious lipid vacuolation."
img_258,267,309.0,528.17,"Fig. 7.10 Niemann-Pick disease in liver. The hepatocytes and Kupffer cells have a foamy, vacuolated appearance resulting from deposition of lipids."
img_259,268,78.99,546.8,Fig. 7.11 Gaucher disease involving the bone marrow. (A) Gaucher cells with abundant lipid-laden “wrinkled” cytoplasm.
img_260,268,328.95,546.8,Fig. 7.11 Gaucher disease involving the bone marrow. (B) Electron micrograph of Gaucher cells with elongated distended lysosomes.
img_263,272,59.99,53.92,"Fig. 7.13 G-banded karyotype from a normal male (46,XY). Also shown is the banding pattern of the X-chromosome with nomenclature of arms, regions, bands, and subbands. (Karyotype courtesy of Dr. Stuart Schwartz, Department of Pathology, University of Chicago, Chicago, Illinois.)"
img_268,283,217.23,53.99,"Fig. 7.21 Examples of malformations. Malformations can range in severity from the incidental to the lethal. (C) Stillbirth associated with a lethal malformation, in which the midface structures are fused or ill-formed; in almost all cases, this degree of external dysmorphogenesis is associated with severe internal anomalies such as maldevelopment of the brain and cardiac defects. (A and C, Courtesy of Dr. Reade Quinton, Department of Pathology, University of Texas Southwestern Medical Center, Dallas, Texas. B, Courtesy of Dr. Beverly Rogers, Department of Pathology, University of Texas Southwestern Medical Center, Dallas, Texas.)"
img_269,283,383.07,53.85,Fig. 7.21 Examples of malformations. Malformations can range in severity from the incidental to the lethal. (A) Polydactyly (one or more extra digits) and syndactyly (fusion of digits) have little functional consequence when they occur in isolation.
img_270,283,45.39,53.87,"Fig. 7.21 Examples of malformations. Malformations can range in severity from the incidental to the lethal. (B) Similarly, cleft lip, with or without associated cleft palate, is compatible with life when it occurs as an isolated anomaly; in this case, however, the child had an underlying malformation syndrome (trisomy 13) and expired because of severe cardiac defects."
img_271,283,309.96,504.65,"Fig. 7.22 Disruption due to amniotic bands. In the specimen shown, the placenta is at the right, and the band of amnion extends from the top portion of the amniotic sac to encircle the leg of the fetus."
img_275,288,57.0,444.01,Fig. 7.25 Hyaline membrane disease (hematoxylin-eosin stain). Alternating atelectasis and dilation of the alveoli can be seen. Note the eosinophilic thick hyaline membranes lining the dilated alveoli.
img_277,289,93.96,491.94,"Fig. 7.26 Necrotizing enterocolitis. (A) At postmortem examination in a severe case, the entire small bowel was markedly distended and perilously thin (usually this appearance implies impending perforation)."
img_278,289,301.92,492.06,Fig. 7.26 Necrotizing enterocolitis. (B) The congested portion of the ileum corresponds to areas of hemorrhagic infarction and transmural necrosis. Submucosal gas bubbles (pneumatosis intestinalis) can be seen in several areas (arrows).
img_281,291,101.91,421.74,Fig. 7.27 Hydrops fetalis. (A) Generalized accumulation of fluid in the fetus.
img_282,291,301.95,421.74,"Fig. 7.27 Hydrops fetalis. (B) Fluid accumulation particularly prominent in the soft tissues of the neck. This condition has been termed cystic hygroma. Cystic hygromas are characteristically seen with, but not limited to, constitutional chromosomal anomalies such as 45,X karyotypes."
img_283,292,320.99,538.14,Fig. 7.28 Bone marrow from an infant infected with parvovirus B19. The arrows point to two erythroid precursors with large homogeneous intra- nuclear inclusions and a surrounding peripheral rim of residual chromatin.
img_284,293,309.0,54.0,Fig. 7.29 Numerous islands of extramedullary hematopoiesis (small blue cells) are scattered among mature hepatocytes in this histologic preparation from an infant with nonimmune hydrops fetalis.
img_285,293,311.99,458.18,"Fig. 7.30 Kernicterus. Severe hyperbilirubinemia in the neonatal period— for example, secondary to immune hydrolysis—results in deposition of bili- rubin pigment (arrows) in the brain parenchyma. This occurs because the blood–brain barrier is less developed in the neonatal period than it is in adulthood. Infants who survive develop long-term neurologic sequelae."
img_290,295,83.88,510.21,Fig. 7.32 Sacrococcygeal teratoma. Note the size of the lesion compared with that of the infant.
img_297,299,80.47,53.96,Fig. 7.35 Retinoblastoma. (A) Poorly cohesive tumor in retina is seen abutting the optic nerve.
img_298,299,277.64,53.96,Fig. 7.35 Retinoblastoma. (B) Higher-power view showing Flexner-Wintersteiner rosettes (arrow) and numerous mitotic figures.
img_300,300,96.12,54.0,Fig. 7.36 Wilms tumor in the lower pole of the kidney with the character- istic tan to gray color and well-circumscribed margins.
img_301,300,62.99,513.72,"Fig. 7.37 (A) Wilms tumor with tightly packed blue cells consistent with the blastemal component and interspersed primitive tubules, representing the epithelial component."
img_302,300,313.91,513.72,"Fig. 7.37 (B) Focal anaplasia was present in other areas within this Wilms tumor, characterized by cells with hyperchromatic, pleomorphic nuclei, and an abnormal mitosis (center of field). Predominance of blastemal morphology and diffuse anaplasia are associated with specific molecular lesions (see text)."
img_304,302,131.94,390.84,"Fig. 7.38 FISH. (A) Interphase nucleus from a male patient with suspected trisomy 18. Three different fluorescent probes have been used in a “FISH cocktail”; the green probe hybridizes to the X chromosome centromere (one copy), the red probe to the Y chromosome centromere (one copy), and the aqua probe to the chromosome 18 centromere (three copies)."
img_305,302,279.54,390.84,"Fig. 7.38 FISH. (B) A metaphase spread in which two fluorescent probes have been used, one hybridizing to chromosome region 22q13 (green) and the other hybridizing to chromosome region 22q11.2 (red). There are two 22q13 signals. One of the two chromosomes does not stain with the probe for 22q11.2, indicating a microdeletion in this region. This abnormality gives rise to the 22q11.2 deletion syndrome (DiGeorge syndrome)."
img_331,303,46.51,137.6,"Fig. 7.39 Analysis of copy number variation via SNP cytogenomic array. Genomic DNA is labeled and hybridized to an array containing potentially millions of probe spots. Copy number is determined by overall intensity and genotype is determined by allelic ratio. The example shown is the p arm of chromosome 12 in a pediatric leukemia. Here, the normal areas (green) show neutral (diploid) DNA content and the zygosity plot shows the expected ratio of AA, AB, and BB SNP genotypes. The anomalous area (red) shows decreased overall intensity, and the zygosity plot shows loss of heterozygosity (the AB genotype); together, these findings indicate the presence of a deletion on one copy of chromosome 12p. (Modified from Paulsson K, et al: Genetic landscape of high hyper- diploid childhood acute lymphoblastic leukemia, PNAS 107[50]:21719–21724, 2010.)"
img_334,313,80.75,53.99,"Fig. 8.5 Lead poisoning. Impaired remodeling of calcified cartilage in the epiphyses (arrows) of the wrist has caused a marked increase in their radiodensity, so that they are as radiopaque as the cortical bone."
img_343,326,52.11,54.09,"Fig. 8.13 (B) Contusion resulting from blunt trauma. The skin is intact, but hemorrhage of subcutaneous vessels has produced extensive discoloration. (A and B, From the teaching collection of the Department of Pathology, University of Texas Southwestern Medical School, Dallas, Texas.)"
img_344,326,301.83,53.97,Fig. 8.13 (A) Laceration of the scalp: The bridging strands of fibrous tissues are evident.
img_346,329,65.05,483.54,"Fig. 8.15 Vascular changes and fibrosis of salivary glands produced by radiation therapy of the neck region. (C) fibrosis and vascular changes consisting of fibrointimal thickening and arteriolar sclerosis. V, Vessel lumen; I, thickened intima. (A–C, Courtesy of Dr. Melissa Upton, Department of Pathology, University of Washington, Seattle, Washington.)"
img_347,329,230.89,483.42,Fig. 8.15 Vascular changes and fibrosis of salivary glands produced by radiation therapy of the neck region. (B) fibrosis caused by radiation;
img_348,329,396.85,482.7,Fig. 8.15 Vascular changes and fibrosis of salivary glands produced by radiation therapy of the neck region. (A) Normal salivary gland;
img_351,333,155.81,53.93,Fig. 8.17 Childhood malnutrition. (A) Marasmus. Note the loss of muscle mass and subcutaneous fat; the head appears to be too large for the emaciated body.
img_352,333,314.69,53.93,"Fig. 8.17 Childhood malnutrition. (B) Kwashiorkor. The infant shows generalized edema, seen as ascites and puffiness of the face, hands, and legs. (A, From Clinic Barak, Reisebericht Kenya.)"
img_355,339,243.09,53.32,Fig. 8.21 Rickets. (B) Rachitic costochondral junction in which the palisade of cartilage is absent. Darker trabeculae are well-formed bone; paler trabeculae consist of uncalcified osteoid.
img_356,339,378.33,53.32,"Fig. 8.21 Rickets. (C) Note bowing of legs as a consequence of the formation of poorly mineralized bone in a child with rickets. (B, Courtesy of Dr. Andrew E. Rosenberg, Massachusetts General Hospital, Boston, Massachusetts.)"
img_357,339,105.45,53.32,Fig. 8.21 Rickets. (A) Normal costochondral junction of a young child. Note cartilage palisade formation and orderly transition from cartilage to new bone.
img_361,349,44.99,563.57,Fig. 9.1 Examples of viral inclusions. (A) Cytomegalovirus infection in the lung. Infected cells show distinct nuclear (long arrow) and ill-defined cytoplasmic (short arrows) inclusions.
img_362,349,227.15,563.57,"Fig. 9.1 Examples of viral inclusions. (B) Varicella-zoster virus infection in the skin. Herpes simplex virus and varicella-zoster virus both cause characteristic cytopathologic changes, including fusion of epithelial cells, which produces multinucleate cells with molding of nuclei to one another (long arrow), and eosinophilic haloed nuclear inclusions (short arrow)."
img_363,349,397.07,563.57,"Fig. 9.1 Examples of viral inclusions. (C) Hepatitis B viral infection in liver. In chronic infections, infected hepatocytes show diffuse granular (“ground-glass”) cyto- plasm, reflecting accumulated hepatitis B surface antigen (HBsAg)."
img_364,351,60.07,550.92,"Fig. 9.3 Bacterial morphologies. The bacteria are indicated by arrows. (A) Gram stain preparation of sputum from a patient with pneumonia. Gram-positive, elongated cocci in pairs and short chains (Streptococcus pneumoniae) and a neutrophil are evident."
img_365,351,221.23,550.92,Fig. 9.3 Bacterial morphologies. The bacteria are indicated by arrows. (B) Gram stain preparation of a bronchoalveolar lavage specimen showing gram-negative intracellular rods typical of members of Enterobacteriaceae such as Klebsiella pneumoniae or Escherichia coli.
img_367,352,320.99,53.87,Fig. 9.4 Meningeal blood vessels with angioinvasive Mucor species. Note the irregular width and near right-angle branching of the hyphae (arrow).
img_368,353,45.0,54.0,Fig. 9.5 Coiled Trichinella spiralis larva within a skeletal muscle cell.
img_371,364,394.62,578.3,"Fig. 9.10 Mononuclear and granulomatous inflammation. (C) Granulomatous inflammation in response to tuberculosis. Note the zone of caseation (asterisk), which normally forms the center of the granuloma, with a surrounding rim of activated epithelioid macrophages, some of which have fused to form giant cells (arrows); this in turn is surrounded by a zone of activated T lymphocytes. This high-magnification view highlights the histologic features; the granulomatous response typically takes the form of a three-dimensional sphere with the offending organism in the central area."
img_372,364,233.22,578.3,Fig. 9.10 Mononuclear and granulomatous inflammation. (B) Secondary syphilis in the dermis with perivascular lymphoplasmacytic infiltrate and endothelial proliferation.
img_373,364,71.94,578.3,Fig. 9.10 Mononuclear and granulomatous inflammation. (A) Acute viral hepatitis characterized by a predominantly lymphocytic infiltrate.
img_376,365,45.0,571.41,Fig. 9.11 Schistosoma haematobium infection of the bladder with numerous calcified eggs and extensive scarring.
img_386,366,57.0,480.43,"Fig. 9.12 In the absence of appropriate T-cell–mediated immunity, granulo- matous host response does not occur. Mycobacterium avium infection in a duodenal biopsy from a patient with AIDS, showing massive intracellular macrophage infection with acid-fast organisms (filamentous and pink in this acid-fast stain preparation). The intracellular bacteria persist and even pro- liferate within macrophages, because there are inadequate T cells to mount a granulomatous response. AIDS, acquired immunodeficiency syndrome."
img_395,376,112.94,85.73,"Fig. 10.6 Stereotypical response to vascular injury. Schematic diagram of intimal thickening, emphasizing intimal smooth muscle cell migration and prolifera- tion associated with extracellular matrix synthesis. Intimal smooth muscle cells may derive from the underlying media or may be recruited from circulating precursors; they are depicted in a color different from that of the medial smooth muscle cells, to emphasize their distinct phenotype."
img_396,377,47.95,53.94,Fig. 10.7 The basic structure of an atheromatous plaque.
img_398,382,72.53,53.93,"Fig. 10.11 Fatty streaks. (A) Aorta with fatty streaks (arrows), mainly near the ostia of branch vessels."
img_399,382,311.33,79.98,"Fig. 10.11 Fatty streaks. (B) Fatty streak in an experimental hypercholesterolemic rabbit, demonstrating intimal, macrophage-derived foam cells (arrows). (B, Courtesy of Myron I. Cybulsky, MD, University of Toronto, Toronto, Ontario, Canada.)"
img_400,382,62.91,274.38,"Fig. 10.12 Atherosclerotic lesions. (B) Aorta with severe diffuse complicated lesions, including an ulcerated plaque (open arrow), and a lesion with overlying thrombus (closed arrow)."
img_401,382,313.83,274.02,"Fig. 10.12 Atherosclerotic lesions. (A) Aorta with mild atherosclerosis composed of fibrous plaques, one denoted by the arrow."
img_402,382,73.86,528.99,"Fig. 10.13 Atherosclerotic plaque, coronary artery. (C) High-power view of the junction of the fibrous cap and core, showing scattered inflammatory cells, calcification (arrowheads), and neovascularization (small arrows)."
img_403,382,233.94,498.75,"Fig. 10.13 Atherosclerotic plaque, coronary artery. (A) Overall architecture demonstrating fibrous cap (F) and a central necrotic (largely lipid) core (C); collagen (blue) is stained with Masson trichrome. The lumen (L) is moderately narrowed by this eccentric lesion, which leaves part of the vessel wall unaffected (arrow)."
img_404,382,394.02,500.19,"Fig. 10.13 Atherosclerotic plaque, coronary artery. (B) Moderate-power view of the plaque shown in A, stained for elastin (black); the internal and external elastic membranes are attenuated, and the media of the artery is thinned under the most advanced plaque (arrow)."
img_405,383,141.99,534.16,"Fig. 10.14 Atherosclerotic plaque rupture. (B) Acute coronary throm- bosis superimposed on an atherosclerotic plaque with focal disruption of the fibrous cap, triggering fatal myocardial infarction. In both A and B, an arrow points to the site of plaque rupture. (B, Reproduced from Schoen FJ: Interventional and surgical cardiovascular pathology: clinical correlations and basic principles, Philadelphia, 1989, Saunders, p 61.)"
img_406,383,301.95,534.04,"Fig. 10.14 Atherosclerotic plaque rupture. (A) Plaque rupture without superimposed thrombus, in a patient who died suddenly."
img_408,386,63.99,53.89,"Fig. 10.18 Cystic medial degeneration. (A) Cross-section of aortic media from a patient with Marfan syndrome, showing marked elastin fragmentation and areas devoid of elastin that resemble cystic spaces (asterisks)."
img_410,387,45.19,444.73,"Fig. 10.19 Abdominal aortic aneurysm. (B) Opened aorta, with the location of the rupture tract indicated by a probe. The wall of the aneurysm is attenuated, and the lumen is filled by a large, layered thrombus."
img_411,387,160.75,444.13,Fig. 10.19 Abdominal aortic aneurysm. (A) External site of rupture of a large aortic aneurysm is indicated by the arrow.
img_413,388,77.69,54.96,"Fig. 10.20 Aortic dissection. (B) Histologic preparation showing the dissection and intramural hematoma (asterisk). Aortic elastic layers are black, and blood is red in this section, stained with Movat stain."
img_414,388,311.09,54.84,"Fig. 10.20 Aortic dissection. (A) An opened aorta with a proximal dissection originating from a small, oblique intimal tear (identified by the probe) associated with an intramural hematoma. Note that the intimal tear occurred in a region largely free of atherosclerotic plaque. The distal edge of the intramural hema- toma (black arrows) lies at the edge of a large area of atherosclerosis (white arrow), which arrested the propagation of the dissection."
img_417,392,122.95,415.31,Fig. 10.23 Temporal (giant cell) arteritis. (B) Elastic tissue stain demonstrating focal destruction of the internal elastic membrane (arrow) and medial attenuation and scarring.
img_418,392,313.99,415.19,"Fig. 10.23 Temporal (giant cell) arteritis. (A) Hematoxylin-eosin-stained section of a temporal artery showing giant cells near the fragmented internal elastic membrane (arrow), along with medial and adventitial inflammation."
img_427,394,56.93,53.93,"Fig. 10.25 Polyarteritis nodosa, associated with segmental fibrinoid necrosis and thrombotic occlusion of a small artery. Note that part of the vessel (upper-right, arrow) is uninvolved."
img_429,395,341.91,53.99,"Fig. 10.26 ANCA-associated small vessel vasculitis. (C) Lung from a patient with granulomatosis with polyangiitis, demonstrating large nodular cavitating lesions. (A, Courtesy of Scott Granter, MD, Brigham and Women’s Hospital, Boston, Massachusetts. C, Courtesy of Sidney Murphree, MD, Department of Pathology, University of Texas Southwestern Medical School, Dallas, Texas.)"
img_430,395,48.03,53.99,Fig. 10.26 ANCA-associated small vessel vasculitis. (B) Vasculitis of a small artery with adjacent granulomatous inflammation including giant cells (arrows).
